time,ask,high_option_ask,low_option_ask,spx_price
09:31,35,6.7,19.5,5078.14
09:32,35,7.2,20.8,5075.32
09:33,35,7.1,20.6,5073.44
09:34,34,8.4,22.7,5079.42
09:35,35,8.6,23.1,5082.93
09:36,35,7.3,20.9,5082.61
09:37,34,8.5,23.0,5081.3
09:38,34,7.2,20.3,5082.43
09:39,34,8.5,22.8,5084.8
09:40,33,8.7,23.2,5088.64
09:41,32,9.8,25.2,5083.57
09:42,32,10.2,25.9,5083.7
09:43,32,10.6,26.9,5084.42
09:44,32,10.7,27.2,5083.01
09:45,31,10.1,26.2,5085.25
09:46,30,12.1,29.8,5086.48
09:47,29,12.5,30.2,5086.6
09:48,27,14.0,32.7,5088.08
09:49,27,14.5,33.3,5085.92
09:50,27,14.1,32.7,5089.65
09:51,29,13.2,31.6,5093.84
09:52,28,13.3,31.7,5095.55
09:53,28,13.8,32.5,5093.49
09:54,28,14.5,33.4,5094.61
09:55,26,14.7,33.9,5095.48
09:56,26,15.4,34.8,5097.77
09:57,25,15.5,35.0,5095.22
09:58,25,15.8,35.4,5096.56
09:59,24,15.7,35.4,5095.43
10:00,24,16.5,36.4,5094.32
10:01,24,17.0,37.2,5094.97
10:02,23,17.9,38.5,5096.43
10:03,23,17.3,37.6,5097.35
10:04,23,17.2,37.5,5100.53
10:05,23,17.6,38.0,5101.01
10:06,21,17.3,37.7,5099.81
10:07,20,18.6,39.4,5095.05
10:08,21,18.8,39.5,5099.42
10:09,22,18.1,38.6,5101.63
10:10,23,18.2,39.0,5101.5
10:11,24,16.7,36.9,5102.38
10:12,23,16.8,37.4,5103.36
10:13,23,16.7,37.2,5104.91
10:14,22,18.0,38.9,5104.39
10:15,22,17.7,38.6,5104.38
10:16,22,17.9,39.1,5102.92
10:17,23,16.6,37.4,5104.88
10:18,23,17.4,38.2,5104.13
10:19,25,15.3,35.6,5103.41
10:20,24,15.0,35.1,5103.33
10:21,24,15.7,36.0,5101.99
10:22,24,16.2,36.7,5101.01
10:23,26,15.6,35.9,5101.54
10:24,25,14.1,34.1,5103.83
10:25,24,14.7,35.0,5104.53
10:26,25,15.8,36.5,5102.66
10:27,25,14.6,34.9,5103.12
10:28,24,15.2,35.8,5102.31
10:29,23,16.2,37.1,5099.75
10:30,23,16.6,37.7,5096.99
10:31,24,16.2,37.4,5094.4
10:32,24,16.0,36.9,5096.3
10:33,26,15.5,36.2,5100.6
10:34,26,14.5,34.9,5100.6
10:35,28,14.7,35.4,5101.44
10:36,30,12.6,32.2,5102.86
10:37,30,11.8,31.0,5100.97
10:38,30,12.6,32.3,5099.85
10:39,31,12.3,31.9,5099.98
10:40,31,12.5,32.0,5100.29
10:41,27,12.8,32.6,5100.88
10:42,27,14.2,34.7,5101.24
10:43,26,14.5,35.1,5101.6
10:44,26,13.8,34.0,5099.02
10:45,30,14.4,35.1,5099.13
10:46,32,11.1,29.8,5098.19
10:47,31,12.0,31.3,5098.66
10:48,29,12.8,32.5,5100.48
10:49,30,12.7,32.5,5102.25
10:50,30,13.1,33.0,5102.5
10:51,31,11.6,30.8,5098.52
10:52,30,12.3,32.3,5098.62
10:53,30,12.6,32.6,5099.77
10:54,28,13.7,34.1,5102.87
10:55,27,14.0,34.5,5104.58
10:56,27,14.1,34.7,5104.33
10:57,27,14.2,34.9,5104.88
10:58,26,14.8,35.6,5103.6
10:59,28,14.8,35.7,5103.75
11:00,30,13.5,33.9,5103.58
11:01,31,12.0,31.7,5104.64
11:02,34,11.2,30.4,5106.19
11:03,37,9.4,27.4,5108.54
11:04,37,8.9,26.5,5110.35
11:05,38,8.3,25.0,5107.21
11:06,38,7.8,23.8,5107.24
11:07,37,8.6,25.7,5105.09
11:08,38,8.6,25.8,5105.6
11:09,40,6.7,21.9,5104.73
11:10,39,5.7,19.4,5103.31
11:11,39,6.0,20.1,5101.79
11:12,39,5.5,19.1,5096.71
11:13,39,6.3,20.6,5095.26
11:14,39,6.9,22.4,5096.29
11:15,40,7.1,22.7,5096.72
11:16,40,6.0,20.3,5096.33
11:17,40,5.8,19.7,5096.5
11:18,39,4.8,17.5,5095.95
11:19,40,4.7,17.1,5096.96
11:20,41,5.0,17.7,5098.99
11:21,40,4.9,17.9,5097.43
11:22,40,5.5,19.3,5095.98
11:23,40,5.4,19.0,5096.04
11:24,40,4.6,16.9,5094.91
11:25,40,4.2,15.8,5095.8
11:26,40,4.8,17.6,5096.03
11:27,40,4.2,16.0,5097.41
11:28,40,4.2,16.1,5098.41
11:29,39,3.3,13.3,5099.32
11:30,40,2.95,12.6,5097.88
11:31,37,2.9,12.6,5096.83
11:32,34,2.55,10.9,5098.43
11:33,35,2.45,10.9,5098.14
11:34,37,2.8,12.0,5096.58
11:35,39,3.1,13.0,5096.85
11:36,38,3.3,13.5,5097.48
11:37,40,3.3,13.5,5097.42
11:38,40,3.8,15.1,5098.86
11:39,40,3.3,13.2,5098.45
11:40,40,3.9,15.1,5098.62
11:41,39,3.4,13.5,5097.95
11:42,40,3.2,13.1,5100.09
11:43,39,3.4,13.6,5100.31
11:44,40,3.6,14.1,5102.31
11:45,39,3.5,13.9,5104.06
11:46,39,2.9,12.0,5104.6
11:47,37,2.5,10.7,5103.07
11:48,34,2.25,9.9,5103.37
11:49,36,2.3,10.6,5105.34
11:50,36,2.3,10.4,5104.58
11:51,38,2.8,12.3,5103.64
11:52,39,3.0,13.1,5104.02
11:53,37,2.65,11.6,5102.53
11:54,36,2.35,10.4,5100.6
11:55,37,2.7,11.4,5101.35
11:56,36,2.45,10.7,5101.28
11:57,35,2.4,10.6,5101.05
11:58,34,2.15,9.8,5100.96
11:59,34,2.15,9.6,5102.13
12:00,33,2.05,9.3,5101.56
12:01,36,2.05,9.7,5098.16
12:02,36,2.9,12.2,5100.43
12:03,37,2.75,12.1,5100.18
12:04,36,2.55,11.4,5099.68
12:05,36,2.35,10.9,5101.02
12:06,38,2.45,11.0,5100.12
12:07,38,2.65,11.9,5099.99
12:08,38,2.65,11.8,5099.37
12:09,34,2.1,9.8,5100.68
12:10,32,1.8,8.5,5101.3
12:11,35,1.7,8.3,5102.18
12:12,36,2.1,10.2,5101.48
12:13,37,2.0,9.5,5101.65
12:14,38,2.3,11.0,5102.17
12:15,37,2.2,10.4,5102.88
12:16,36,2.05,9.7,5102.72
12:17,37,2.3,10.6,5102.82
12:18,37,2.15,10.1,5102.0
12:19,35,1.95,9.2,5102.54
12:20,35,1.75,8.5,5103.01
12:21,35,2.1,9.7,5102.08
