time,ask,high_option_ask,low_option_ask,spx_price
09:31,28,9.1,23.0,5078.14
09:32,29,8.9,23.0,5075.32
09:33,29,8.8,23.0,5073.44
09:34,31,7.7,20.9,5079.42
09:35,31,7.2,20.0,5082.93
09:36,31,7.1,20.0,5082.61
09:37,31,7.0,19.7,5081.3
09:38,31,7.3,20.3,5082.43
09:39,31,7.7,21.1,5084.8
09:40,30,8.1,21.8,5088.64
09:41,29,10.1,25.3,5083.57
09:42,30,9.4,24.3,5083.7
09:43,30,8.9,23.7,5084.42
09:44,29,9.2,24.3,5083.01
09:45,29,9.3,24.2,5085.25
09:46,29,8.5,22.7,5086.48
09:47,30,8.6,23.1,5086.6
09:48,30,6.8,19.5,5088.08
09:49,29,7.6,21.2,5085.92
09:50,29,7.8,21.6,5089.65
09:51,29,8.1,22.2,5093.84
09:52,29,7.9,22.0,5095.55
09:53,29,8.1,22.3,5093.49
09:54,29,8.5,23.2,5094.61
09:55,29,8.5,23.1,5095.48
09:56,30,7.9,22.2,5097.77
09:57,30,7.5,21.5,5095.22
09:58,30,7.4,21.4,5096.56
09:59,30,7.3,21.1,5095.43
10:00,30,8.0,22.5,5094.32
10:01,30,8.0,22.4,5094.97
10:02,30,8.1,22.8,5096.43
10:03,31,8.0,22.6,5097.35
10:04,31,7.0,20.7,5100.53
10:05,31,6.7,20.3,5101.01
10:06,32,6.5,19.7,5099.81
10:07,31,6.2,19.2,5095.05
10:08,31,4.9,16.4,5099.42
10:09,30,4.0,13.9,5101.63
10:10,28,3.8,13.0,5101.5
10:11,26,3.0,10.9,5102.38
10:12,25,2.45,9.1,5103.36
10:13,27,2.9,10.5,5104.91
10:14,26,3.0,10.9,5104.39
10:15,28,2.7,10.3,5104.38
10:16,29,3.5,12.7,5102.92
10:17,29,3.7,13.3,5104.88
10:18,30,3.6,13.0,5104.13
10:19,30,3.7,13.3,5103.41
10:20,30,3.4,12.5,5103.33
10:21,29,2.95,11.2,5101.99
10:22,28,2.55,10.1,5101.01
10:23,29,2.75,10.7,5101.54
10:24,29,3.1,11.7,5103.83
10:25,29,2.75,10.7,5104.53
10:26,29,2.6,10.3,5102.66
10:27,29,2.7,10.6,5103.12
10:28,28,2.3,9.4,5102.31
10:29,29,2.2,9.3,5099.75
10:30,30,2.35,9.9,5096.99
10:31,31,2.45,10.1,5094.4
10:32,31,2.6,10.6,5096.3
10:33,31,2.5,10.5,5100.6
10:34,30,2.2,9.5,5100.6
10:35,29,2.0,8.6,5101.44
10:36,29,2.0,8.6,5102.86
10:37,29,2.3,9.7,5100.97
10:38,26,1.8,7.7,5099.85
10:39,25,1.6,6.9,5099.98
10:40,26,1.65,7.2,5100.29
10:41,27,1.95,8.4,5100.88
10:42,27,2.0,8.4,5101.24
10:43,25,1.85,7.9,5101.6
10:44,26,1.8,7.5,5099.02
10:45,26,1.95,8.3,5099.13
10:46,25,1.8,7.6,5098.19
10:47,24,1.6,6.9,5098.66
10:48,25,1.6,7.0,5100.48
10:49,27,2.0,8.3,5102.25
10:50,27,2.0,8.5,5102.5
10:51,26,1.85,7.9,5098.52
10:52,25,1.65,7.2,5098.62
10:53,24,1.6,6.9,5099.77
10:54,23,1.35,6.1,5102.87
10:55,23,1.4,6.1,5104.58
10:56,23,1.55,6.7,5104.33
10:57,24,1.55,6.8,5104.88
10:58,22,1.5,6.6,5103.6
10:59,22,1.3,5.9,5103.75
11:00,20,1.15,5.3,5103.58
11:01,20,1.05,4.9,5104.64
11:02,21,1.15,5.4,5106.19
11:03,22,1.15,5.4,5108.54
11:04,22,1.2,5.7,5110.35
11:05,22,1.2,5.6,5107.21
11:06,21,1.15,5.6,5107.24
11:07,21,1.0,4.9,5105.09
11:08,21,1.05,5.1,5105.6
11:09,20,1.0,4.9,5104.73
11:10,21,0.95,4.7,5103.31
11:11,22,1.05,5.1,5101.79
11:12,22,1.1,5.2,5096.71
11:13,21,1.15,5.4,5095.26
11:14,21,1.1,5.2,5096.29
11:15,20,1.05,5.0,5096.72
11:16,20,0.95,4.6,5096.33
11:17,20,0.9,4.5,5096.5
11:18,19,0.95,4.6,5095.95
11:19,19,0.9,4.5,5096.96
11:20,19,0.95,4.8,5098.99
11:21,18,0.9,4.4,5097.43
11:22,18,0.9,4.3,5095.98
11:23,17,0.85,4.0,5096.04
11:24,19,0.85,4.2,5094.91
11:25,18,0.9,4.3,5095.8
11:26,18,0.9,4.4,5096.03
11:27,19,0.85,4.3,5097.41
11:28,21,1.0,4.8,5098.41
11:29,21,1.0,5.1,5099.32
11:30,22,1.05,5.3,5097.88
11:31,22,1.05,5.3,5096.83
11:32,24,1.05,5.5,5098.43
11:33,24,1.1,5.6,5098.14
11:34,26,1.2,6.0,5096.58
11:35,26,1.25,6.4,5096.85
11:36,25,1.4,7.0,5097.48
11:37,25,1.25,6.2,5097.42
11:38,27,1.3,6.7,5098.86
11:39,26,1.3,6.5,5098.45
11:40,27,1.25,6.2,5098.62
11:41,27,1.4,6.9,5097.95
11:42,25,1.2,6.0,5100.09
11:43,24,1.1,5.5,5100.31
11:44,24,1.1,5.5,5102.31
11:45,25,1.05,5.4,5104.06
11:46,25,1.15,5.9,5104.6
11:47,25,1.2,6.1,5103.07
11:48,24,1.05,5.4,5103.37
11:49,24,1.1,5.6,5105.34
11:50,24,1.0,5.3,5104.58
11:51,27,1.1,6.0,5103.64
11:52,29,1.25,6.7,5104.02
11:53,29,1.45,7.5,5102.53
11:54,29,1.45,7.4,5100.6
11:55,30,1.5,7.8,5101.35
11:56,30,1.45,7.5,5101.28
11:57,30,1.45,7.4,5101.05
11:58,29,1.3,7.0,5100.96
11:59,29,1.25,6.7,5102.13
12:00,29,1.25,6.7,5101.56
12:01,30,1.3,6.9,5098.16
12:02,30,1.4,7.4,5100.43
12:03,30,1.45,7.7,5100.18
12:04,30,1.45,7.5,5099.68
12:05,30,1.45,7.6,5101.02
12:06,29,1.35,7.1,5100.12
12:07,28,1.3,6.8,5099.99
12:08,29,1.15,6.3,5099.37
12:09,31,1.3,6.9,5100.68
12:10,30,1.35,7.2,5101.3
12:11,29,1.3,7.0,5102.18
12:12,29,1.2,6.6,5101.48
12:13,29,1.15,6.3,5101.65
12:14,30,1.15,6.4,5102.17
12:15,29,1.15,6.6,5102.88
12:16,29,1.1,6.3,5102.72
12:17,27,1.05,6.0,5102.82
12:18,26,0.95,5.6,5102.0
12:19,24,0.85,5.0,5102.54
12:20,24,0.7,4.5,5103.01
12:21,24,0.75,4.7,5102.08
12:22,21,0.7,4.2,5103.19
12:23,19,0.6,3.8,5103.72
12:24,17,0.55,3.4,5103.31
12:25,15,0.45,2.8,5103.54
12:26,16,0.45,2.85,5104.82
12:27,15,0.45,2.85,5103.53
12:28,15,0.4,2.55,5104.23
12:29,15,0.4,2.6,5103.75
12:30,13,0.4,2.55,5104.33
12:31,11,0.35,2.0,5103.99
