time,ask,high_option_ask,low_option_ask,spx_price
09:31,24,3.8,11.6,5078.14
09:32,25,4.1,12.3,5075.32
09:33,25,3.9,11.9,5073.44
09:34,26,4.5,13.4,5079.42
09:35,28,5.5,13.4,5082.93
09:36,27,4.8,14.1,5082.61
09:37,26,4.2,12.8,5081.3
09:38,27,3.7,11.7,5082.43
09:39,27,4.2,12.8,5084.8
09:40,27,4.2,13.0,5088.64
09:41,26,3.9,12.3,5083.57
09:42,26,3.8,12.1,5083.7
09:43,27,4.5,13.8,5084.42
09:44,24,3.1,10.2,5083.01
09:45,25,3.2,10.3,5085.25
09:46,26,3.9,12.0,5086.48
09:47,26,4.0,12.3,5086.6
09:48,26,4.0,12.5,5088.08
09:49,26,3.2,10.3,5085.92
09:50,26,3.4,10.8,5089.65
09:51,27,3.9,12.0,5093.84
09:52,27,4.5,13.4,5095.55
09:53,27,4.4,13.4,5093.49
09:54,29,5.7,12.1,5094.61
09:55,29,5.9,11.9,5095.48
09:56,29,6.2,11.0,5097.77
09:57,29,5.8,11.7,5095.22
09:58,29,5.9,11.5,5096.56
09:59,30,5.7,11.9,5095.43
10:00,30,6.5,10.8,5094.32
10:01,30,7.9,8.4,5094.97
10:02,31,7.6,8.6,5096.43
10:03,31,7.7,8.6,5097.35
10:04,31,7.3,8.9,5100.53
10:05,31,7.6,8.5,5101.01
10:06,31,6.3,10.0,5099.81
10:07,31,6.3,10.4,5095.05
10:08,31,6.9,9.4,5099.42
10:09,31,7.2,9.0,5101.63
10:10,31,7.1,9.1,5101.5
10:11,31,7.0,9.0,5102.38
10:12,32,7.1,8.8,5103.36
10:13,32,6.8,8.8,5104.91
10:14,32,6.7,8.7,5104.39
10:15,32,6.6,9.0,5104.38
10:16,32,5.9,9.9,5102.92
10:17,31,5.4,10.4,5104.88
10:18,31,4.6,11.8,5104.13
10:19,31,5.1,10.7,5103.41
10:20,32,5.8,9.6,5103.33
10:21,32,6.7,8.5,5101.99
10:22,32,5.8,9.6,5101.01
10:23,32,5.1,10.6,5101.54
10:24,32,4.9,11.0,5103.83
10:25,31,5.2,10.4,5104.53
10:26,31,5.0,10.9,5102.66
10:27,30,4.7,11.4,5103.12
10:28,31,4.6,11.5,5102.31
10:29,31,5.4,9.8,5099.75
10:30,30,4.8,11.1,5096.99
10:31,29,3.5,12.0,5094.4
10:32,28,2.8,10.2,5096.3
10:33,28,2.75,10.0,5100.6
10:34,29,3.2,11.1,5100.6
10:35,30,3.3,11.4,5101.44
10:36,30,3.9,12.2,5102.86
10:37,30,3.7,12.3,5100.97
10:38,31,3.8,12.2,5099.85
10:39,31,4.3,10.9,5099.98
10:40,32,4.6,10.3,5100.29
10:41,31,4.3,10.8,5100.88
10:42,32,4.0,11.2,5101.24
10:43,32,4.6,10.2,5101.6
10:44,33,5.4,8.6,5099.02
10:45,34,6.0,7.6,5099.13
10:46,34,5.7,8.0,5098.19
10:47,34,6.0,7.8,5098.66
10:48,34,6.9,6.7,5100.48
10:49,34,6.4,7.0,5102.25
10:50,34,6.5,6.9,5102.5
10:51,35,6.4,6.9,5098.52
10:52,35,6.2,7.0,5098.62
10:53,35,6.3,6.8,5099.77
10:54,35,6.5,6.8,5102.87
10:55,35,6.5,6.5,5104.58
10:56,35,6.9,6.2,5104.33
10:57,35,6.6,6.4,5104.88
10:58,35,5.8,7.2,5103.6
10:59,35,7.2,5.9,5103.75
11:00,35,6.6,6.4,5103.58
11:01,35,6.1,6.9,5104.64
11:02,35,6.1,6.9,5106.19
11:03,35,6.4,6.5,5108.54
11:04,36,6.0,7.0,5110.35
11:05,36,5.6,7.3,5107.21
11:06,36,6.1,6.6,5107.24
11:07,36,5.4,7.5,5105.09
11:08,36,6.7,6.1,5105.6
11:09,36,7.6,5.2,5104.73
11:10,36,7.4,5.5,5103.31
11:11,36,7.3,5.5,5101.79
11:12,36,6.7,5.8,5096.71
11:13,36,6.6,5.8,5095.26
11:14,37,6.0,6.3,5096.29
11:15,37,6.5,5.7,5096.72
11:16,37,6.7,5.7,5096.33
11:17,37,5.9,6.5,5096.5
11:18,37,6.3,6.0,5095.95
11:19,37,6.0,6.2,5096.96
11:20,37,5.5,6.8,5098.99
11:21,37,6.1,6.2,5097.43
11:22,37,5.7,6.6,5095.98
11:23,37,6.6,5.6,5096.04
11:24,36,7.5,4.8,5094.91
11:25,36,8.8,4.0,5095.8
11:26,36,8.9,3.8,5096.03
11:27,36,8.1,4.1,5097.41
11:28,36,9.1,3.6,5098.41
11:29,36,9.2,3.5,5099.32
11:30,35,9.4,3.3,5097.88
11:31,34,10.6,3.0,5096.83
11:32,33,9.4,2.6,5098.43
11:33,33,9.5,2.65,5098.14
11:34,33,9.2,2.5,5096.58
11:35,32,9.6,2.65,5096.85
11:36,32,9.1,2.45,5097.48
11:37,33,8.9,2.4,5097.42
11:38,33,9.3,2.5,5098.86
11:39,32,8.8,2.4,5098.45
11:40,32,9.5,2.65,5098.62
11:41,31,8.4,2.3,5097.95
11:42,30,8.0,2.2,5100.09
11:43,29,7.5,2.05,5100.31
11:44,28,6.9,1.9,5102.31
11:45,28,6.7,1.85,5104.06
11:46,28,7.1,1.95,5104.6
11:47,28,7.1,1.9,5103.07
11:48,29,6.8,1.85,5103.37
11:49,28,7.0,1.9,5105.34
11:50,27,6.5,1.8,5104.58
11:51,26,6.3,1.75,5103.64
11:52,26,6.4,1.7,5104.02
11:53,25,5.8,1.5,5102.53
11:54,25,5.5,1.5,5100.6
11:55,26,5.6,1.45,5101.35
11:56,27,6.1,1.6,5101.28
11:57,28,6.1,1.6,5101.05
11:58,27,6.4,1.65,5100.96
11:59,27,5.9,1.5,5102.13
12:00,26,5.7,1.5,5101.56
12:01,26,5.5,1.45,5098.16
12:02,27,5.8,1.5,5100.43
12:03,28,6.3,1.65,5100.18
12:04,28,7.0,1.85,5099.68
12:05,29,6.5,1.7,5101.02
12:06,30,6.5,1.75,5100.12
12:07,29,6.8,1.85,5099.99
12:08,30,6.8,1.8,5099.37
12:09,29,6.3,1.7,5100.68
12:10,29,6.7,1.8,5101.3
12:11,31,6.9,1.85,5102.18
12:12,31,7.1,1.9,5101.48
12:13,30,6.5,1.75,5101.65
12:14,30,6.3,1.7,5102.17
12:15,30,6.2,1.65,5102.88
12:16,29,6.1,1.65,5102.72
12:17,28,6.1,1.65,5102.82
12:18,28,5.4,1.5,5102.0
12:19,27,5.5,1.5,5102.54
12:20,26,5.1,1.35,5103.01
12:21,26,5.5,1.45,5102.08
12:22,24,5.1,1.35,5103.19
12:23,25,5.0,1.3,5103.72
12:24,26,5.4,1.45,5103.31
12:25,26,5.4,1.4,5103.54
12:26,24,5.2,1.4,5104.82
12:27,22,4.5,1.2,5103.53
12:28,19,3.9,1.05,5104.23
12:29,18,3.3,0.9,5103.75
12:30,17,3.3,0.9,5104.33
12:31,18,3.3,0.9,5103.99
12:32,20,3.8,1.0,5102.53
12:33,22,4.0,1.1,5103.29
12:34,22,4.4,1.2,5104.29
12:35,21,4.0,1.1,5105.56
12:36,20,4.0,1.1,5105.28
12:37,20,3.7,1.0,5106.24
12:38,19,3.8,1.05,5106.89
12:39,19,3.6,1.0,5107.54
12:40,19,3.8,1.0,5108.19
12:41,18,3.6,1.0,5108.16
12:42,18,3.3,0.9,5108.06
12:43,17,3.3,0.9,5107.87
12:44,17,3.1,0.9,5106.11
12:45,18,3.2,0.9,5107.04
12:46,20,3.8,1.0,5106.98
12:47,22,4.2,1.1,5107.84
12:48,23,4.3,1.15,5106.24
12:49,24,5.0,1.3,5107.24
12:50,26,5.7,1.5,5107.4
12:51,25,5.0,1.35,5108.02
12:52,25,5.6,1.45,5107.74
12:53,27,5.4,1.4,5108.06
12:54,32,6.1,1.6,5108.3
12:55,35,8.0,2.2,5108.57
12:56,34,8.4,2.3,5109.95
12:57,32,6.8,1.75,5109.95
12:58,33,6.8,1.8,5110.32
12:59,32,6.3,1.65,5110.15
13:00,32,6.7,1.7,5111.34
13:01,30,6.6,1.7,5111.54
13:02,33,6.4,1.6,5109.81
13:03,33,6.6,1.65,5111.48
13:04,36,7.1,1.8,5110.69
13:05,37,8.1,2.05,5110.58
13:06,39,8.7,2.3,5111.1
13:07,37,8.5,2.15,5111.8
13:08,33,6.9,1.7,5110.84
13:09,32,6.2,1.45,5109.87
13:10,31,6.0,1.4,5109.64
13:11,33,6.5,1.5,5111.66
13:12,33,6.5,1.5,5110.75
13:13,33,6.6,1.5,5110.31
13:14,32,6.4,1.5,5111.43
13:15,32,6.2,1.45,5111.66
13:16,33,6.3,1.45,5112.66
13:17,33,6.3,1.45,5110.73
13:18,35,7.0,1.65,5110.26
13:19,34,6.8,1.6,5110.35
13:20,34,7.0,1.65,5110.57
13:21,33,6.6,1.5,5111.2
13:22,30,6.1,1.4,5111.49
13:23,31,5.3,1.15,5112.63
13:24,30,5.7,1.25,5111.92
13:25,32,5.2,1.15,5112.43
13:26,33,6.2,1.35,5113.18
13:27,34,6.4,1.4,5113.37
13:28,36,6.7,1.45,5112.61
13:29,39,8.6,2.0,5111.84
13:30,40,8.3,1.95,5111.97
13:31,42,6.8,2.45,5110.94
13:32,43,6.6,2.4,5111.97
13:33,43,5.9,2.9,5112.3
13:34,44,6.2,2.6,5113.33
13:35,44,5.7,2.75,5113.02
13:36,43,6.3,2.4,5113.97
13:37,42,7.0,2.1,5113.92
13:38,43,7.0,2.05,5112.84
13:39,43,7.1,2.1,5112.94
13:40,43,6.9,2.2,5112.3
13:41,44,5.8,2.75,5110.16
13:42,44,6.0,2.55,5108.53
13:43,44,6.3,2.45,5110.24
13:44,44,5.4,2.75,5110.54
13:45,45,5.3,2.8,5110.32
13:46,44,5.2,2.85,5111.46
13:47,42,7.0,1.95,5111.68
13:48,42,7.3,1.85,5110.96
13:49,42,6.8,1.9,5112.01
13:50,42,6.8,1.9,5112.86
13:51,42,7.4,1.7,5113.01
13:52,44,6.8,1.85,5112.91
13:53,44,5.6,2.3,5112.47
13:54,45,6.1,2.15,5113.06
13:55,45,6.1,2.15,5112.41
13:56,44,5.4,2.45,5111.43
13:57,44,6.0,2.15,5111.84
13:58,44,6.4,1.95,5110.96
13:59,45,5.9,2.15,5109.69
14:00,45,6.4,1.95,5110.09
14:01,45,5.8,2.0,5109.44
14:02,45,5.5,2.2,5109.25
14:03,45,6.1,1.9,5109.3
14:04,46,5.5,2.05,5108.58
14:05,47,5.2,2.15,5107.6
14:06,46,5.3,2.1,5108.47
14:07,45,6.3,1.7,5108.29
14:08,44,5.9,1.85,5108.98
14:09,44,6.9,1.45,5109.77
14:10,44,6.9,1.5,5108.37
14:11,45,5.9,1.7,5107.71
14:12,45,6.7,1.45,5109.41
14:13,43,6.3,1.45,5108.94
14:14,40,6.8,1.15,5107.85
14:15,38,5.8,0.95,5107.8
14:16,35,5.6,0.9,5107.92
14:17,35,4.8,0.75,5109.15
14:18,36,5.1,0.8,5107.25
